mode,epoch_idx,t_s,rx_m,ry_m,rz_m,vx_mps,vy_mps,vz_mps,cb_m,cd_mps,truth_rx_m,truth_ry_m,truth_rz_m,truth_vx_mps,truth_vy_mps,truth_vz_mps,truth_cb_m,truth_cd_mps,cov_rx,cov_ry,cov_rz,cov_vx,cov_vy,cov_vz,cov_cb,cov_cd,pos_err_3d_m,vel_err_3d_mps,cb_err_m,cd_err_mps,innovation_rms_pr_m,innovation_rms_rr_mps,num_valid_sats,prediction_only,diverged,warning
epoch_wls,0,0.049999,nan,nan,nan,,,,nan,,-1653651.907762,5089133.216405,3585932.720744,-239.702779,-4938.652440,6854.139370,120.019000,0.380000,,,,,,,,,nan,,nan,,nan,,0,,,insufficient valid pseudorange satellites for epoch WLS
epoch_wls,1,0.149999,nan,nan,nan,,,,nan,,-1653675.586815,5088639.346840,3586618.320146,-233.878174,-4938.738228,6857.847713,120.057000,0.380000,,,,,,,,,nan,,nan,,nan,,0,,,insufficient valid pseudorange satellites for epoch WLS
epoch_wls,2,0.249999,nan,nan,nan,,,,nan,,-1653698.683437,5088145.468892,3587304.290044,-228.054759,-4938.820060,6861.548807,120.095000,0.380000,,,,,,,,,nan,,nan,,nan,,0,,,insufficient valid pseudorange satellites for epoch WLS
epoch_wls,3,0.349999,nan,nan,nan,,,,nan,,-1653721.197929,5087651.582969,3587990.629572,-222.236183,-4938.897657,6865.239841,120.133000,0.380000,,,,,,,,,nan,,nan,,nan,,0,,,insufficient valid pseudorange satellites for epoch WLS
epoch_wls,4,0.449999,nan,nan,nan,,,,nan,,-1653743.130957,5087157.689510,3588677.337583,-216.426102,-4938.970751,6868.918013,120.171000,0.380000,,,,,,,,,nan,,nan,,nan,,0,,,insufficient valid pseudorange satellites for epoch WLS
epoch_wls,5,0.549999,-1652916.130285,5067503.377836,3573495.104639,,,,-29765.609393,,-1653764.483555,5086663.788978,3589364.412652,-210.628172,-4939.039083,6872.580539,120.209000,0.380000,,,,,,,,,24893.292173,,-29885.818392,,4273.932452,,8,,,
epoch_wls,6,0.649999,nan,nan,nan,,,,nan,,-1653785.257119,5086169.881861,3590051.853076,-204.846048,-4939.102403,6876.224650,120.247000,0.380000,,,,,,,,,nan,,nan,,nan,,0,,,insufficient valid pseudorange satellites for epoch WLS
epoch_wls,7,0.749999,nan,nan,nan,,,,nan,,-1653805.453414,5085675.968673,3590739.656876,-199.083380,-4939.160474,6879.847600,120.285000,0.380000,,,,,,,,,nan,,nan,,nan,,0,,,insufficient valid pseudorange satellites for epoch WLS
epoch_wls,8,0.849999,nan,nan,nan,,,,nan,,-1653825.074566,5085182.049949,3591427.821799,-193.343811,-4939.213066,6883.446662,120.323000,0.380000,,,,,,,,,nan,,nan,,nan,,0,,,insufficient valid pseudorange satellites for epoch WLS
epoch_wls,9,0.949999,nan,nan,nan,,,,nan,,-1653844.123068,5084688.126250,3592116.345321,-187.630973,-4939.259962,6887.019136,120.361000,0.380000,,,,,,,,,nan,,nan,,nan,,0,,,insufficient valid pseudorange satellites for epoch WLS
epoch_wls,10,1.049999,nan,nan,nan,,,,nan,,-1653862.601774,5084194.198154,3592805.224649,-181.948483,-4939.300954,6890.562345,120.399000,0.380000,,,,,,,,,nan,,nan,,nan,,0,,,insufficient valid pseudorange satellites for epoch WLS
epoch_wls,11,1.149999,nan,nan,nan,,,,nan,,-1653880.513898,5083700.266262,3593494.456725,-176.299942,-4939.335846,6894.073643,120.437000,0.380000,,,,,,,,,nan,,nan,,nan,,0,,,insufficient valid pseudorange satellites for epoch WLS
epoch_wls,12,1.249999,nan,nan,nan,,,,nan,,-1653897.863015,5083206.331195,3594184.038226,-170.688930,-4939.364449,6897.550413,120.475000,0.380000,,,,,,,,,nan,,nan,,nan,,0,,,insufficient valid pseudorange satellites for epoch WLS
epoch_wls,13,1.349999,nan,nan,nan,,,,nan,,-1653914.653055,5082712.393588,3594873.965569,-165.119003,-4939.386589,6900.990072,120.513000,0.380000,,,,,,,,,nan,,nan,,nan,,0,,,insufficient valid pseudorange satellites for epoch WLS
epoch_wls,14,1.449999,nan,nan,nan,,,,nan,,-1653930.888304,5082218.454098,3595564.234916,-159.593691,-4939.402098,6904.390068,120.551000,0.380000,,,,,,,,,nan,,nan,,nan,,0,,,insufficient valid pseudorange satellites for epoch WLS
